Insert,10,0.000265,Search,10,0.159998
Insert,11,0.000632,Search,11,0.204006
Insert,12,0.001206,Search,12,0.266887
Insert,13,0.00271,Search,13,0.266088
Insert,14,0.00603,Search,14,0.314829
Insert,15,0.013352,Search,15,0.364533
Insert,16,0.031924,Search,16,0.499878
Insert,17,0.07173,Search,17,0.611266
Insert,18,0.213535,Search,18,0.783018
Insert,19,0.461209,Search,19,0.995766
Insert,20,1.11289,Search,20,1.17537
Insert,21,2.6412,Search,21,1.40571
Insert,22,7.17606,Search,22,2.24158
Insert,23,21.244,Search,23,3.07671
Insert,24,49.829,Search,24,3.06499
Insert,25,105.653,Search,25,3.56262
Insert,26,155.596,Search,26,2.39429
